,record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,species_id,genus,species,taxa
21114,21115,9,16,1993,23,AH,,,,AH,Ammospermophilus,harrisi,Rodent
21115,21116,9,16,1993,21,PF,F,13.0,6.0,PF,Perognathus,flavus,Rodent
21116,21117,9,16,1993,18,RM,M,17.0,11.0,RM,Reithrodontomys,megalotis,Rodent
21117,21118,9,16,1993,17,PF,M,15.0,7.0,PF,Perognathus,flavus,Rodent
21118,21119,9,16,1993,20,PF,F,17.0,10.0,PF,Perognathus,flavus,Rodent
21119,21120,9,16,1993,2,NL,M,37.0,138.0,NL,Neotoma,albigula,Rodent
21120,21121,9,16,1993,24,,,,,,,,
21121,21122,9,17,1993,9,DM,F,38.0,48.0,DM,Dipodomys,merriami,Rodent
21122,21123,9,17,1993,6,PP,F,22.0,13.0,PP,Chaetodipus,penicillatus,Rodent
21123,21124,9,17,1993,3,DM,M,37.0,50.0,DM,Dipodomys,merriami,Rodent
21124,21125,9,17,1993,15,PP,F,14.0,19.0,PP,Chaetodipus,penicillatus,Rodent
21125,21126,9,17,1993,3,DM,F,38.0,52.0,DM,Dipodomys,merriami,Rodent
21126,21127,9,17,1993,3,DM,M,38.0,51.0,DM,Dipodomys,merriami,Rodent
21127,21128,9,17,1993,3,PP,F,17.0,16.0,PP,Chaetodipus,penicillatus,Rodent
21128,21129,9,17,1993,3,NL,M,35.0,137.0,NL,Neotoma,albigula,Rodent
21129,21130,9,17,1993,15,PF,F,15.0,8.0,PF,Perognathus,flavus,Rodent
21130,21131,9,17,1993,8,DO,M,38.0,47.0,DO,Dipodomys,ordii,Rodent
21131,21132,9,17,1993,14,DM,M,37.0,43.0,DM,Dipodomys,merriami,Rodent
21132,21133,9,17,1993,3,PP,F,,,PP,Chaetodipus,penicillatus,Rodent
21133,21134,9,17,1993,11,DM,M,38.0,34.0,DM,Dipodomys,merriami,Rodent
21134,21135,9,17,1993,11,DM,F,38.0,49.0,DM,Dipodomys,merriami,Rodent
21135,21136,9,17,1993,3,RM,F,16.0,11.0,RM,Reithrodontomys,megalotis,Rodent
21136,21137,9,17,1993,15,RM,M,17.0,11.0,RM,Reithrodontomys,megalotis,Rodent
21137,21138,9,17,1993,14,DM,M,37.0,44.0,DM,Dipodomys,merriami,Rodent
21138,21139,9,17,1993,16,PP,M,22.0,19.0,PP,Chaetodipus,penicillatus,Rodent
21139,21140,9,17,1993,13,CB,,,,CB,Campylorhynchus,brunneicapillus,Bird
21140,21141,9,17,1993,8,DM,F,37.0,50.0,DM,Dipodomys,merriami,Rodent
21141,21142,9,17,1993,9,DM,M,37.0,39.0,DM,Dipodomys,merriami,Rodent
21142,21143,9,17,1993,14,CB,,,,CB,Campylorhynchus,brunneicapillus,Bird
21143,21144,9,17,1993,3,RM,F,17.0,10.0,RM,Reithrodontomys,megalotis,Rodent
21144,21145,9,17,1993,13,CB,,,,CB,Campylorhynchus,brunneicapillus,Bird
21145,21146,9,17,1993,14,DM,M,37.0,50.0,DM,Dipodomys,merriami,Rodent
21146,21147,9,17,1993,9,DM,M,37.0,48.0,DM,Dipodomys,merriami,Rodent
21147,21148,9,17,1993,13,OL,M,21.0,34.0,OL,Onychomys,leucogaster,Rodent
21148,21149,9,17,1993,15,SS,,,,SS,Spermophilus,spilosoma,Rodent
21149,21150,9,17,1993,4,,,,,,,,
21150,21151,9,17,1993,5,,,,,,,,
21151,21152,9,17,1993,10,,,,,,,,
21152,21153,10,15,1993,17,PF,M,16.0,8.0,PF,Perognathus,flavus,Rodent
21153,21154,10,15,1993,21,PF,M,17.0,9.0,PF,Perognathus,flavus,Rodent
21154,21155,10,15,1993,19,RM,M,17.0,10.0,RM,Reithrodontomys,megalotis,Rodent
21155,21156,10,15,1993,20,PF,F,17.0,9.0,PF,Perognathus,flavus,Rodent
21156,21157,10,15,1993,7,RM,M,16.0,11.0,RM,Reithrodontomys,megalotis,Rodent
21157,21158,10,15,1993,1,DM,F,35.0,41.0,DM,Dipodomys,merriami,Rodent
21158,21159,10,15,1993,12,DM,M,37.0,38.0,DM,Dipodomys,merriami,Rodent
21159,21160,10,15,1993,2,AB,,,,AB,Amphispiza,bilineata,Bird
21160,21161,10,15,1993,2,NL,M,32.0,148.0,NL,Neotoma,albigula,Rodent
21161,21162,10,15,1993,12,OL,M,20.0,19.0,OL,Onychomys,leucogaster,Rodent
21162,21163,10,15,1993,7,AH,,,,AH,Ammospermophilus,harrisi,Rodent
21163,21164,10,15,1993,20,OL,M,20.0,,OL,Onychomys,leucogaster,Rodent
21164,21165,10,15,1993,17,DM,M,,,DM,Dipodomys,merriami,Rodent
21165,21166,10,15,1993,12,DM,F,36.0,42.0,DM,Dipodomys,merriami,Rodent
21166,21167,10,15,1993,2,DM,M,35.0,34.0,DM,Dipodomys,merriami,Rodent
21167,21168,10,15,1993,17,DM,M,37.0,56.0,DM,Dipodomys,merriami,Rodent
21168,21169,10,15,1993,23,RM,F,16.0,12.0,RM,Reithrodontomys,megalotis,Rodent
21169,21170,10,15,1993,19,PF,M,17.0,8.0,PF,Perognathus,flavus,Rodent
21170,21171,10,15,1993,1,DM,M,36.0,46.0,DM,Dipodomys,merriami,Rodent
21171,21172,10,15,1993,13,OL,M,32.0,34.0,OL,Onychomys,leucogaster,Rodent
21172,21173,10,15,1993,18,PF,F,,9.0,PF,Perognathus,flavus,Rodent
21173,21174,10,15,1993,22,DS,M,50.0,110.0,DS,Dipodomys,spectabilis,Rodent
21174,21175,10,15,1993,17,PF,M,17.0,8.0,PF,Perognathus,flavus,Rodent
21175,21176,10,15,1993,24,,,,,,,,
21176,21177,10,16,1993,9,DM,F,34.0,42.0,DM,Dipodomys,merriami,Rodent
21177,21178,10,16,1993,9,OT,F,20.0,16.0,OT,Onychomys,torridus,Rodent
21178,21179,10,16,1993,14,DM,M,35.0,42.0,DM,Dipodomys,merriami,Rodent
21179,21180,10,16,1993,3,NL,M,,148.0,NL,Neotoma,albigula,Rodent
21180,21181,10,16,1993,14,DM,M,37.0,33.0,DM,Dipodomys,merriami,Rodent
21181,21182,10,16,1993,11,DM,M,38.0,44.0,DM,Dipodomys,merriami,Rodent
21182,21183,10,16,1993,15,PF,F,15.0,9.0,PF,Perognathus,flavus,Rodent
21183,21184,10,16,1993,3,NL,M,32.0,144.0,NL,Neotoma,albigula,Rodent
21184,21185,10,16,1993,8,DO,M,36.0,52.0,DO,Dipodomys,ordii,Rodent
21185,21186,10,16,1993,4,DM,M,37.0,47.0,DM,Dipodomys,merriami,Rodent
21186,21187,10,16,1993,4,DM,M,36.0,42.0,DM,Dipodomys,merriami,Rodent
21187,21188,10,16,1993,8,CB,,,,CB,Campylorhynchus,brunneicapillus,Bird
21188,21189,10,16,1993,5,DM,F,35.0,33.0,DM,Dipodomys,merriami,Rodent
21189,21190,10,16,1993,9,DM,M,36.0,45.0,DM,Dipodomys,merriami,Rodent
21190,21191,10,16,1993,11,DM,M,38.0,42.0,DM,Dipodomys,merriami,Rodent
21191,21192,10,16,1993,9,DM,M,36.0,38.0,DM,Dipodomys,merriami,Rodent
21192,21193,10,16,1993,15,PP,F,23.0,18.0,PP,Chaetodipus,penicillatus,Rodent
21193,21194,10,16,1993,14,DM,M,36.0,43.0,DM,Dipodomys,merriami,Rodent
21194,21195,10,16,1993,4,DM,F,38.0,37.0,DM,Dipodomys,merriami,Rodent
21195,21196,10,16,1993,11,DM,M,39.0,52.0,DM,Dipodomys,merriami,Rodent
21196,21197,10,16,1993,6,PP,F,20.0,9.0,PP,Chaetodipus,penicillatus,Rodent
21197,21198,10,16,1993,8,DM,M,37.0,45.0,DM,Dipodomys,merriami,Rodent
21198,21199,10,16,1993,9,OL,M,20.0,20.0,OL,Onychomys,leucogaster,Rodent
21199,21200,10,16,1993,8,DM,F,33.0,21.0,DM,Dipodomys,merriami,Rodent
21200,21201,10,16,1993,3,RM,M,16.0,11.0,RM,Reithrodontomys,megalotis,Rodent
21201,21202,10,16,1993,6,RM,M,16.0,10.0,RM,Reithrodontomys,megalotis,Rodent
21202,21203,10,16,1993,11,DM,F,37.0,46.0,DM,Dipodomys,merriami,Rodent
21203,21204,10,16,1993,8,DM,F,37.0,46.0,DM,Dipodomys,merriami,Rodent
21204,21205,10,16,1993,3,PP,F,20.0,12.0,PP,Chaetodipus,penicillatus,Rodent
21205,21206,10,16,1993,10,,,,,,,,
21206,21207,10,16,1993,16,,,,,,,,
21207,21208,11,13,1993,2,OL,M,21.0,26.0,OL,Onychomys,leucogaster,Rodent
21208,21209,11,13,1993,7,CU,,,,CU,Cnemidophorus,uniparens,Reptile
21209,21210,11,13,1993,1,DM,F,,40.0,DM,Dipodomys,merriami,Rodent
21210,21211,11,13,1993,19,PF,F,16.0,8.0,PF,Perognathus,flavus,Rodent
21211,21212,11,13,1993,18,PF,F,15.0,11.0,PF,Perognathus,flavus,Rodent
21212,21213,11,13,1993,24,PE,F,19.0,18.0,PE,Peromyscus,eremicus,Rodent
21213,21214,11,13,1993,1,DM,M,35.0,38.0,DM,Dipodomys,merriami,Rodent
21214,21215,11,13,1993,2,DM,M,36.0,39.0,DM,Dipodomys,merriami,Rodent
21215,21216,11,13,1993,17,OT,M,20.0,24.0,OT,Onychomys,torridus,Rodent
21216,21217,11,13,1993,18,PF,F,16.0,9.0,PF,Perognathus,flavus,Rodent
21217,21218,11,13,1993,1,OT,F,21.0,20.0,OT,Onychomys,torridus,Rodent
21218,21219,11,13,1993,24,PE,M,19.0,10.0,PE,Peromyscus,eremicus,Rodent
21219,21220,11,13,1993,12,DM,F,36.0,35.0,DM,Dipodomys,merriami,Rodent
21220,21221,11,13,1993,12,DM,F,38.0,42.0,DM,Dipodomys,merriami,Rodent
21221,21222,11,13,1993,17,DM,M,36.0,48.0,DM,Dipodomys,merriami,Rodent
21222,21223,11,13,1993,2,DM,M,36.0,49.0,DM,Dipodomys,merriami,Rodent
21223,21224,11,13,1993,19,RM,M,17.0,13.0,RM,Reithrodontomys,megalotis,Rodent
21224,21225,11,13,1993,19,PF,F,14.0,9.0,PF,Perognathus,flavus,Rodent
21225,21226,11,13,1993,2,SO,F,25.0,70.0,SO,Sigmodon,ochrognathus,Rodent
21226,21227,11,13,1993,12,DM,M,36.0,42.0,DM,Dipodomys,merriami,Rodent
21227,21228,11,13,1993,1,DM,F,36.0,43.0,DM,Dipodomys,merriami,Rodent
21228,21229,11,13,1993,24,RM,M,17.0,12.0,RM,Reithrodontomys,megalotis,Rodent
21229,21230,11,13,1993,19,RM,M,17.0,10.0,RM,Reithrodontomys,megalotis,Rodent
21230,21231,11,13,1993,7,RM,,17.0,10.0,RM,Reithrodontomys,megalotis,Rodent
21231,21232,11,13,1993,2,NL,M,35.0,154.0,NL,Neotoma,albigula,Rodent
21232,21233,11,13,1993,12,DM,M,39.0,46.0,DM,Dipodomys,merriami,Rodent
21233,21234,11,13,1993,17,DM,M,36.0,53.0,DM,Dipodomys,merriami,Rodent
21234,21235,11,13,1993,2,NL,M,34.0,160.0,NL,Neotoma,albigula,Rodent
21235,21236,11,13,1993,2,DO,F,36.0,46.0,DO,Dipodomys,ordii,Rodent
21236,21237,11,13,1993,1,DM,M,38.0,47.0,DM,Dipodomys,merriami,Rodent
21237,21238,11,13,1993,7,RM,M,17.0,13.0,RM,Reithrodontomys,megalotis,Rodent
21238,21239,11,13,1993,20,,,,,,,,
21239,21240,11,13,1993,21,,,,,,,,
21240,21241,11,13,1993,23,,,,,,,,
21241,21242,11,13,1993,22,DS,M,,111.0,DS,Dipodomys,spectabilis,Rodent
21242,21243,11,14,1993,11,DM,F,37.0,44.0,DM,Dipodomys,merriami,Rodent
21243,21244,11,14,1993,5,PF,M,15.0,7.0,PF,Perognathus,flavus,Rodent
21244,21245,11,14,1993,5,DM,F,37.0,40.0,DM,Dipodomys,merriami,Rodent
21245,21246,11,14,1993,10,RM,,,,RM,Reithrodontomys,megalotis,Rodent
21246,21247,11,14,1993,3,NL,M,35.0,150.0,NL,Neotoma,albigula,Rodent
21247,21248,11,14,1993,15,PF,F,16.0,7.0,PF,Perognathus,flavus,Rodent
21248,21249,11,14,1993,4,DM,M,37.0,50.0,DM,Dipodomys,merriami,Rodent
21249,21250,11,14,1993,15,RM,M,16.0,9.0,RM,Reithrodontomys,megalotis,Rodent
21250,21251,11,14,1993,6,DO,M,36.0,50.0,DO,Dipodomys,ordii,Rodent
21251,21252,11,14,1993,14,DM,M,37.0,42.0,DM,Dipodomys,merriami,Rodent
21252,21253,11,14,1993,15,CB,,,,CB,Campylorhynchus,brunneicapillus,Bird
21253,21254,11,14,1993,4,DM,M,35.0,42.0,DM,Dipodomys,merriami,Rodent
21254,21255,11,14,1993,8,DO,M,36.0,45.0,DO,Dipodomys,ordii,Rodent
21255,21256,11,14,1993,14,DM,M,37.0,40.0,DM,Dipodomys,merriami,Rodent
21256,21257,11,14,1993,11,DM,M,38.0,51.0,DM,Dipodomys,merriami,Rodent
21257,21258,11,14,1993,9,DM,M,37.0,43.0,DM,Dipodomys,merriami,Rodent
21258,21259,11,14,1993,14,NL,F,34.0,124.0,NL,Neotoma,albigula,Rodent
21259,21260,11,14,1993,14,DM,M,38.0,44.0,DM,Dipodomys,merriami,Rodent
21260,21261,11,14,1993,16,PF,M,14.0,7.0,PF,Perognathus,flavus,Rodent
21261,21262,11,14,1993,8,OT,M,20.0,25.0,OT,Onychomys,torridus,Rodent
21262,21263,11,14,1993,6,RM,M,17.0,13.0,RM,Reithrodontomys,megalotis,Rodent
21263,21264,11,14,1993,5,OT,M,20.0,24.0,OT,Onychomys,torridus,Rodent
21264,21265,11,14,1993,11,DM,M,37.0,41.0,DM,Dipodomys,merriami,Rodent
21265,21266,11,14,1993,13,AH,,,,AH,Ammospermophilus,harrisi,Rodent
21266,21267,11,14,1993,4,DM,F,38.0,34.0,DM,Dipodomys,merriami,Rodent
21267,21268,11,14,1993,8,DM,M,38.0,44.0,DM,Dipodomys,merriami,Rodent
21268,21269,12,14,1993,2,DM,M,35.0,48.0,DM,Dipodomys,merriami,Rodent
21269,21270,12,14,1993,22,AB,,,,AB,Amphispiza,bilineata,Bird
21270,21271,12,14,1993,19,PF,F,13.0,8.0,PF,Perognathus,flavus,Rodent
21271,21272,12,14,1993,24,RM,M,16.0,11.0,RM,Reithrodontomys,megalotis,Rodent
21272,21273,12,14,1993,20,AB,,,,AB,Amphispiza,bilineata,Bird
21273,21274,12,14,1993,24,AH,,,,AH,Ammospermophilus,harrisi,Rodent
21274,21275,12,14,1993,2,DM,M,35.0,36.0,DM,Dipodomys,merriami,Rodent
21275,21276,12,14,1993,17,OL,M,18.0,20.0,OL,Onychomys,leucogaster,Rodent
21276,21277,12,14,1993,22,AB,,,,AB,Amphispiza,bilineata,Bird
21277,21278,12,14,1993,18,OT,M,19.0,22.0,OT,Onychomys,torridus,Rodent
21278,21279,12,14,1993,19,PF,F,14.0,8.0,PF,Perognathus,flavus,Rodent
21279,21280,12,14,1993,18,RM,F,14.0,8.0,RM,Reithrodontomys,megalotis,Rodent
21280,21281,12,14,1993,17,DM,M,36.0,47.0,DM,Dipodomys,merriami,Rodent
21281,21282,12,14,1993,12,DM,M,34.0,39.0,DM,Dipodomys,merriami,Rodent
21282,21283,12,14,1993,22,DS,M,49.0,109.0,DS,Dipodomys,spectabilis,Rodent
21283,21284,12,14,1993,2,DM,M,36.0,46.0,DM,Dipodomys,merriami,Rodent
21284,21285,12,14,1993,18,RM,M,16.0,11.0,RM,Reithrodontomys,megalotis,Rodent
21285,21286,12,14,1993,2,NL,M,32.0,153.0,NL,Neotoma,albigula,Rodent
21286,21287,12,14,1993,23,AB,,,,AB,Amphispiza,bilineata,Bird
21287,21288,12,14,1993,12,DM,F,36.0,39.0,DM,Dipodomys,merriami,Rodent
21288,21289,12,14,1993,7,RM,F,16.0,12.0,RM,Reithrodontomys,megalotis,Rodent
21289,21290,12,14,1993,18,PF,F,14.0,9.0,PF,Perognathus,flavus,Rodent
21290,21291,12,14,1993,12,DM,F,37.0,33.0,DM,Dipodomys,merriami,Rodent
21291,21292,12,14,1993,20,AB,,,,AB,Amphispiza,bilineata,Bird
21292,21293,12,14,1993,23,AB,,,,AB,Amphispiza,bilineata,Bird
21293,21294,12,14,1993,2,DO,F,36.0,42.0,DO,Dipodomys,ordii,Rodent
21294,21295,12,14,1993,1,,,,,,,,
21295,21296,12,14,1993,21,AH,,,,AH,Ammospermophilus,harrisi,Rodent
21296,21297,12,15,1993,11,DM,F,38.0,44.0,DM,Dipodomys,merriami,Rodent
21297,21298,12,15,1993,14,DM,M,36.0,44.0,DM,Dipodomys,merriami,Rodent
21298,21299,12,15,1993,3,NL,M,32.0,161.0,NL,Neotoma,albigula,Rodent
21299,21300,12,15,1993,14,DM,M,36.0,44.0,DM,Dipodomys,merriami,Rodent
21300,21301,12,15,1993,3,RM,F,16.0,6.0,RM,Reithrodontomys,megalotis,Rodent
21301,21302,12,15,1993,4,DM,F,36.0,45.0,DM,Dipodomys,merriami,Rodent
21302,21303,12,15,1993,5,DM,F,35.0,40.0,DM,Dipodomys,merriami,Rodent
21303,21304,12,15,1993,15,PF,F,16.0,7.0,PF,Perognathus,flavus,Rodent
21304,21305,12,15,1993,8,DO,F,38.0,45.0,DO,Dipodomys,ordii,Rodent
21305,21306,12,15,1993,6,PF,M,16.0,6.0,PF,Perognathus,flavus,Rodent
21306,21307,12,15,1993,4,DM,M,38.0,50.0,DM,Dipodomys,merriami,Rodent
21307,21308,12,15,1993,14,DX,,,,DX,Dipodomys,sp.,Rodent
21308,21309,12,15,1993,10,RM,F,15.0,7.0,RM,Reithrodontomys,megalotis,Rodent
21309,21310,12,15,1993,8,DO,M,38.0,45.0,DO,Dipodomys,ordii,Rodent
21310,21311,12,15,1993,11,RM,M,17.0,8.0,RM,Reithrodontomys,megalotis,Rodent
21311,21312,12,15,1993,4,DM,F,34.0,35.0,DM,Dipodomys,merriami,Rodent
21312,21313,12,15,1993,13,OT,M,20.0,19.0,OT,Onychomys,torridus,Rodent
21313,21314,12,15,1993,14,DM,M,35.0,42.0,DM,Dipodomys,merriami,Rodent
21314,21315,12,15,1993,5,DM,M,35.0,42.0,DM,Dipodomys,merriami,Rodent
21315,21316,12,15,1993,6,RM,M,17.0,11.0,RM,Reithrodontomys,megalotis,Rodent
21316,21317,12,15,1993,6,RM,F,17.0,8.0,RM,Reithrodontomys,megalotis,Rodent
21317,21318,12,15,1993,8,DM,M,37.0,43.0,DM,Dipodomys,merriami,Rodent
21318,21319,12,15,1993,5,OT,M,21.0,22.0,OT,Onychomys,torridus,Rodent
21319,21320,12,15,1993,9,DM,M,36.0,37.0,DM,Dipodomys,merriami,Rodent
21320,21321,12,15,1993,8,OL,M,21.0,24.0,OL,Onychomys,leucogaster,Rodent
21321,21322,12,15,1993,16,OL,F,19.0,17.0,OL,Onychomys,leucogaster,Rodent
21322,21323,12,15,1993,11,DM,M,37.0,41.0,DM,Dipodomys,merriami,Rodent
21323,21324,12,15,1993,16,DM,M,34.0,42.0,DM,Dipodomys,merriami,Rodent
21324,21325,2,1,1994,2,DM,M,37.0,39.0,DM,Dipodomys,merriami,Rodent
21325,21326,2,1,1994,1,DM,M,35.0,39.0,DM,Dipodomys,merriami,Rodent
21326,21327,2,1,1994,19,PF,M,16.0,8.0,PF,Perognathus,flavus,Rodent
21327,21328,2,1,1994,1,DM,F,36.0,41.0,DM,Dipodomys,merriami,Rodent
21328,21329,2,1,1994,1,DM,F,36.0,42.0,DM,Dipodomys,merriami,Rodent
21329,21330,2,1,1994,7,AH,,,,AH,Ammospermophilus,harrisi,Rodent
21330,21331,2,1,1994,1,OT,F,20.0,20.0,OT,Onychomys,torridus,Rodent
21331,21332,2,1,1994,1,AB,,,,AB,Amphispiza,bilineata,Bird
21332,21333,2,1,1994,12,DM,M,36.0,42.0,DM,Dipodomys,merriami,Rodent
21333,21334,2,1,1994,18,RM,F,,8.0,RM,Reithrodontomys,megalotis,Rodent
21334,21335,2,1,1994,12,DM,F,37.0,33.0,DM,Dipodomys,merriami,Rodent
21335,21336,2,1,1994,1,PC,,,,PC,Pipilo,chlorurus,Bird
21336,21337,2,1,1994,12,DM,F,36.0,42.0,DM,Dipodomys,merriami,Rodent
21337,21338,2,1,1994,1,DM,M,39.0,47.0,DM,Dipodomys,merriami,Rodent
21338,21339,2,1,1994,23,AH,,,,AH,Ammospermophilus,harrisi,Rodent
21339,21340,2,1,1994,2,OT,M,20.0,36.0,OT,Onychomys,torridus,Rodent
21340,21341,2,1,1994,22,,,,,,,,
21341,21342,2,1,1994,24,PU,,,,PU,Pipilo,fuscus,Bird
21342,21343,2,2,1994,17,DM,M,36.0,51.0,DM,Dipodomys,merriami,Rodent
21343,21344,2,2,1994,4,DM,M,38.0,48.0,DM,Dipodomys,merriami,Rodent
21344,21345,2,2,1994,3,NL,M,32.0,165.0,NL,Neotoma,albigula,Rodent
21345,21346,2,2,1994,5,DM,F,39.0,42.0,DM,Dipodomys,merriami,Rodent
21346,21347,2,2,1994,16,RM,F,16.0,10.0,RM,Reithrodontomys,megalotis,Rodent
21347,21348,2,2,1994,4,DM,F,36.0,42.0,DM,Dipodomys,merriami,Rodent
21348,21349,2,2,1994,17,DM,M,37.0,47.0,DM,Dipodomys,merriami,Rodent
21349,21350,2,2,1994,8,DO,M,38.0,49.0,DO,Dipodomys,ordii,Rodent
21350,21351,2,2,1994,17,DM,M,36.0,49.0,DM,Dipodomys,merriami,Rodent
21351,21352,2,2,1994,5,DM,M,35.0,46.0,DM,Dipodomys,merriami,Rodent
21352,21353,2,2,1994,3,SO,F,,57.0,SO,Sigmodon,ochrognathus,Rodent
21353,21354,2,2,1994,4,DM,M,36.0,44.0,DM,Dipodomys,merriami,Rodent
21354,21355,2,2,1994,20,PU,,,,PU,Pipilo,fuscus,Bird
21355,21356,2,2,1994,8,DM,M,37.0,47.0,DM,Dipodomys,merriami,Rodent
21356,21357,2,2,1994,5,OT,M,20.0,22.0,OT,Onychomys,torridus,Rodent
21357,21358,2,2,1994,20,AB,,,,AB,Amphispiza,bilineata,Bird
21358,21359,2,2,1994,5,OL,M,20.0,17.0,OL,Onychomys,leucogaster,Rodent
21359,21360,2,2,1994,3,SO,F,36.0,44.0,SO,Sigmodon,ochrognathus,Rodent
21360,21361,2,2,1994,6,,,,,,,,
21361,21362,2,2,1994,21,,,,,,,,
21362,21363,2,2,1994,3,RM,M,17.0,7.0,RM,Reithrodontomys,megalotis,Rodent
21363,21364,2,3,1994,15,PF,F,16.0,8.0,PF,Perognathus,flavus,Rodent
21364,21365,2,3,1994,13,OT,M,20.0,26.0,OT,Onychomys,torridus,Rodent
21365,21366,2,3,1994,13,DM,M,35.0,43.0,DM,Dipodomys,merriami,Rodent
21366,21367,2,3,1994,9,DM,F,38.0,37.0,DM,Dipodomys,merriami,Rodent
21367,21368,2,3,1994,14,DM,M,38.0,43.0,DM,Dipodomys,merriami,Rodent
21368,21369,2,3,1994,11,DM,M,38.0,43.0,DM,Dipodomys,merriami,Rodent
21369,21370,2,3,1994,14,AB,,,,AB,Amphispiza,bilineata,Bird
21370,21371,2,3,1994,14,AH,,,,AH,Ammospermophilus,harrisi,Rodent
21371,21372,2,3,1994,14,DM,M,37.0,47.0,DM,Dipodomys,merriami,Rodent
21372,21373,2,3,1994,5,OL,M,20.0,19.0,OL,Onychomys,leucogaster,Rodent
21373,21374,2,3,1994,5,OT,F,20.0,24.0,OT,Onychomys,torridus,Rodent
21374,21375,2,3,1994,14,DM,M,37.0,46.0,DM,Dipodomys,merriami,Rodent
21375,21376,2,3,1994,11,DM,F,37.0,43.0,DM,Dipodomys,merriami,Rodent
21376,21377,2,3,1994,13,OT,F,21.0,18.0,OT,Onychomys,torridus,Rodent
21377,21378,2,3,1994,14,DM,M,36.0,44.0,DM,Dipodomys,merriami,Rodent
21378,21379,2,3,1994,13,OT,M,21.0,18.0,OT,Onychomys,torridus,Rodent
21379,21380,2,3,1994,9,DM,M,37.0,41.0,DM,Dipodomys,merriami,Rodent
21380,21381,2,3,1994,10,,,,,,,,
21381,21382,2,3,1994,16,,,,,,,,
21382,21383,2,20,1994,17,AH,,,,AH,Ammospermophilus,harrisi,Rodent
21383,21384,2,20,1994,17,DM,M,36.0,43.0,DM,Dipodomys,merriami,Rodent
21384,21385,2,20,1994,2,DM,M,37.0,40.0,DM,Dipodomys,merriami,Rodent
21385,21386,2,20,1994,17,DM,M,39.0,42.0,DM,Dipodomys,merriami,Rodent
21386,21387,2,20,1994,17,DM,F,36.0,47.0,DM,Dipodomys,merriami,Rodent
21387,21388,2,20,1994,17,DM,M,38.0,49.0,DM,Dipodomys,merriami,Rodent
21388,21389,2,20,1994,12,DM,F,38.0,33.0,DM,Dipodomys,merriami,Rodent
21389,21390,2,20,1994,18,RM,M,17.0,9.0,RM,Reithrodontomys,megalotis,Rodent
21390,21391,2,20,1994,12,DM,F,37.0,40.0,DM,Dipodomys,merriami,Rodent
21391,21392,2,20,1994,22,DM,F,37.0,38.0,DM,Dipodomys,merriami,Rodent
21392,21393,2,20,1994,17,DM,M,38.0,52.0,DM,Dipodomys,merriami,Rodent
21393,21394,2,20,1994,17,DM,F,37.0,43.0,DM,Dipodomys,merriami,Rodent
21394,21395,2,20,1994,19,PF,F,16.0,8.0,PF,Perognathus,flavus,Rodent
21395,21396,2,20,1994,12,DM,M,38.0,42.0,DM,Dipodomys,merriami,Rodent
21396,21397,2,20,1994,19,PF,F,15.0,8.0,PF,Perognathus,flavus,Rodent
21397,21398,2,20,1994,7,RM,M,17.0,8.0,RM,Reithrodontomys,megalotis,Rodent
21398,21399,2,20,1994,17,DM,M,39.0,44.0,DM,Dipodomys,merriami,Rodent
21399,21400,2,20,1994,2,OT,M,20.0,27.0,OT,Onychomys,torridus,Rodent
21400,21401,2,20,1994,1,,,,,,,,
21401,21402,2,20,1994,23,,,,,,,,
21402,21403,2,21,1994,4,DM,F,36.0,45.0,DM,Dipodomys,merriami,Rodent
21403,21404,2,21,1994,11,DM,F,38.0,49.0,DM,Dipodomys,merriami,Rodent
21404,21405,2,21,1994,24,RM,M,14.0,11.0,RM,Reithrodontomys,megalotis,Rodent
21405,21406,2,21,1994,3,NL,M,35.0,171.0,NL,Neotoma,albigula,Rodent
21406,21407,2,21,1994,20,PF,M,17.0,9.0,PF,Perognathus,flavus,Rodent
21407,21408,2,21,1994,3,NL,M,35.0,170.0,NL,Neotoma,albigula,Rodent
21408,21409,2,21,1994,4,DM,M,38.0,50.0,DM,Dipodomys,merriami,Rodent
21409,21410,2,21,1994,11,RM,F,18.0,10.0,RM,Reithrodontomys,megalotis,Rodent
21410,21411,2,21,1994,16,DM,M,37.0,49.0,DM,Dipodomys,merriami,Rodent
21411,21412,2,21,1994,4,DM,M,34.0,37.0,DM,Dipodomys,merriami,Rodent
21412,21413,2,21,1994,21,PF,F,18.0,8.0,PF,Perognathus,flavus,Rodent
21413,21414,2,21,1994,4,DM,F,37.0,39.0,DM,Dipodomys,merriami,Rodent
21414,21415,2,21,1994,4,DM,M,35.0,50.0,DM,Dipodomys,merriami,Rodent
21415,21416,2,21,1994,3,OT,M,20.0,27.0,OT,Onychomys,torridus,Rodent
21416,21417,2,21,1994,10,,,,,,,,
21417,21418,2,22,1994,5,DM,M,36.0,46.0,DM,Dipodomys,merriami,Rodent
21418,21419,2,22,1994,14,DM,M,39.0,41.0,DM,Dipodomys,merriami,Rodent
21419,21420,2,22,1994,9,DX,,,,DX,Dipodomys,sp.,Rodent
21420,21421,2,22,1994,5,DM,M,35.0,46.0,DM,Dipodomys,merriami,Rodent
21421,21422,2,22,1994,15,PF,F,15.0,8.0,PF,Perognathus,flavus,Rodent
